curve,m_phi_GeV,gamma_GeV
hadrons,6.3939606997e-01,4.2564758568e-08
hadrons,6.3943162674e-01,4.2573832179e-08
hadrons,6.3946718548e-01,4.2573832179e-08
hadrons,6.3953830890e-01,4.2591985205e-08
hadrons,6.3971617028e-01,4.2610148296e-08
hadrons,6.3975174484e-01,4.2619231583e-08
hadrons,6.3978732139e-01,4.2619231583e-08
hadrons,6.3985848953e-01,4.2637406294e-08
hadrons,6.4000084044e-01,4.2655586427e-08
hadrons,6.4007202321e-01,4.2673776641e-08
hadrons,6.4014322302e-01,4.2682873492e-08
hadrons,6.4057056085e-01,4.2764837131e-08
hadrons,6.4117644221e-01,4.2874367651e-08
hadrons,6.4231848412e-01,4.3094271008e-08
hadrons,6.4468036936e-01,4.3556033457e-08
hadrons,6.4906918014e-01,4.4447053158e-08
hadrons,6.5385138244e-01,4.5336971600e-08
hadrons,6.5833923517e-01,4.6126564784e-08
hadrons,6.6278416503e-01,4.6899909975e-08
hadrons,6.6766741639e-01,4.7747245551e-08
hadrons,6.7221270724e-01,4.8620257416e-08
hadrons,6.7720309284e-01,4.9636033199e-08
hadrons,6.8211670303e-01,5.0694639803e-08
hadrons,6.8676037032e-01,5.1720667583e-08
hadrons,6.9182027321e-01,5.2868793416e-08
hadrons,6.9656872386e-01,5.3973329733e-08
hadrons,7.0173992412e-01,5.5230294609e-08
hadrons,7.0687087405e-01,5.6504487305e-08
hadrons,7.1168306108e-01,5.7795752727e-08
hadrons,7.1696645724e-01,5.9318497325e-08
hadrons,7.2188751417e-01,6.0687007063e-08
hadrons,7.2680193045e-01,6.1941677492e-08
hadrons,7.3211612761e-01,6.3397726002e-08
hadrons,7.3714116763e-01,6.4957199585e-08
hadrons,7.4261355981e-01,6.6697049960e-08
hadrons,7.4800178205e-01,6.8512709580e-08
hadrons,7.5309396653e-01,7.0422813277e-08
hadrons,7.5864260111e-01,7.2695433376e-08
hadrons,7.6389218904e-01,7.4801830907e-08
hadrons,7.6900701970e-01,7.6887272493e-08
hadrons,7.7467289824e-01,7.9250165972e-08
hadrons,7.7994666324e-01,8.1616051529e-08
hadrons,7.8573683506e-01,8.4537718583e-08
hadrons,7.9117390727e-01,8.7377521924e-08
hadrons,7.9651570119e-01,9.0158841061e-08
hadrons,8.0238425778e-01,9.3446060201e-08
hadrons,8.0789159857e-01,9.6873778733e-08
hadrons,8.1388922813e-01,1.0102843406e-07
hadrons,8.1984019790e-01,1.0549610359e-07
hadrons,8.2542144974e-01,1.0976287270e-07
hadrons,8.3150296584e-01,1.1473902575e-07
hadrons,8.3725673839e-01,1.1981301026e-07
hadrons,8.4290967122e-01,1.2535162002e-07
hadrons,8.4907281966e-01,1.3198762716e-07
hadrons,8.5490061765e-01,1.3873814644e-07
hadrons,8.6124723301e-01,1.4689468569e-07
hadrons,8.6749623215e-01,1.5589588084e-07
hadrons,8.7340191347e-01,1.6439398412e-07
hadrons,8.7379057249e-01,1.6495562437e-07
hadrons,8.7417940447e-01,1.6555447651e-07
hadrons,8.7500624391e-01,1.6672315196e-07
hadrons,8.7661352131e-01,1.6919347572e-07
hadrons,8.7671102084e-01,1.6933780030e-07
hadrons,8.7680854370e-01,1.6951837684e-07
hadrons,8.7700360948e-01,1.6980770362e-07
hadrons,8.7739387124e-01,1.7046050031e-07
hadrons,8.7822375108e-01,1.7177362266e-07
hadrons,8.7983693864e-01,1.7446747538e-07
hadrons,8.7988587883e-01,1.7457908339e-07
hadrons,8.8003269068e-01,1.7480250411e-07
hadrons,8.8017951450e-01,1.7517552031e-07
hadrons,8.8057118952e-01,1.7592393276e-07
hadrons,8.8130605315e-01,1.7739254868e-07
hadrons,8.8282671194e-01,1.8048203486e-07
hadrons,8.8587589292e-01,1.8706246549e-07
hadrons,8.9245246267e-01,2.0262939743e-07
hadrons,8.9897786863e-01,2.1925795382e-07
hadrons,9.0514820090e-01,2.3674592807e-07
hadrons,9.1181713842e-01,2.5908480234e-07
hadrons,9.1812664996e-01,2.8413654904e-07
hadrons,9.2432559473e-01,3.1147781926e-07
hadrons,9.3113582717e-01,3.4606637877e-07
hadrons,9.3752688266e-01,3.8597398859e-07
hadrons,9.4448689928e-01,4.3760771577e-07
hadrons,9.5133986506e-01,4.9826847726e-07
hadrons,9.5781631768e-01,5.6564741924e-07
hadrons,9.6487330257e-01,6.5137448778e-07
hadrons,9.6492697284e-01,6.5193011999e-07
hadrons,9.6498063235e-01,6.5262535351e-07
hadrons,9.6508796034e-01,6.5387858566e-07
hadrons,9.6530266586e-01,6.5653219870e-07
hadrons,9.6573222021e-01,6.6173078549e-07
hadrons,9.6653815334e-01,6.7196518404e-07
hadrons,9.6820587674e-01,6.9217313847e-07
hadrons,9.6825971860e-01,6.9291128809e-07
hadrons,9.6842127591e-01,6.9468599223e-07
hadrons,9.6863672301e-01,6.9720793058e-07
hadrons,9.6906776100e-01,7.0272855968e-07
hadrons,9.6998435025e-01,7.1298884398e-07
hadrons,9.7030805360e-01,7.1848126941e-07
hadrons,9.7068585555e-01,7.2571567333e-07
hadrons,9.7154994745e-01,7.4008813869e-07
hadrons,9.7160397527e-01,7.4103527980e-07
hadrons,9.7165801993e-01,7.4182553715e-07
hadrons,9.7176609059e-01,7.4356697368e-07
hadrons,9.7192823296e-01,7.4706220195e-07
hadrons,9.7236073565e-01,7.5378053872e-07
hadrons,9.7317220048e-01,7.6690849703e-07
hadrons,9.7338870452e-01,7.7018500432e-07
hadrons,9.7360525673e-01,7.7331061971e-07
hadrons,9.7398434250e-01,7.7926776935e-07
hadrons,9.7479714839e-01,7.9047702418e-07
hadrons,9.7490558208e-01,7.9182617687e-07
hadrons,9.7501401394e-01,7.9300858507e-07
hadrons,9.7523092774e-01,7.9554825347e-07
hadrons,9.7561064648e-01,8.0031072913e-07
hadrons,9.7571917065e-01,8.0133494119e-07
hadrons,9.7582769301e-01,8.0253154852e-07
hadrons,9.7604478783e-01,8.0458701521e-07
hadrons,9.7647912237e-01,8.0871375562e-07
hadrons,9.7653342429e-01,8.0923109523e-07
hadrons,9.7664205112e-01,8.1009403399e-07
hadrons,9.7685932711e-01,8.1164965220e-07
hadrons,9.7696797627e-01,8.1234200152e-07
hadrons,9.7707665143e-01,8.1320830203e-07
hadrons,9.7729402411e-01,8.1442259502e-07
hadrons,9.7740272163e-01,8.1511730970e-07
hadrons,9.7745708883e-01,8.1563874571e-07
hadrons,9.7751144515e-01,8.1581261699e-07
hadrons,9.7756580448e-01,8.1616051529e-07
hadrons,9.7767453223e-01,8.1668257408e-07
hadrons,9.7778328598e-01,8.1703084336e-07
hadrons,9.7789205184e-01,8.1755350347e-07
hadrons,9.7827279279e-01,8.1877432945e-07
hadrons,9.7832720840e-01,8.1877432945e-07
hadrons,9.7843602083e-01,8.1912344605e-07
hadrons,9.7849043158e-01,8.1912344605e-07
hadrons,9.7854484536e-01,8.1929806017e-07
hadrons,9.7859927609e-01,8.1929806017e-07
hadrons,9.7865369592e-01,8.1947271152e-07
hadrons,9.7908919141e-01,8.1947271152e-07
hadrons,9.7914363849e-01,8.1929806017e-07
hadrons,9.7919810253e-01,8.1929806017e-07
hadrons,9.7925255566e-01,8.1912344605e-07
hadrons,9.7930701182e-01,8.1912344605e-07
hadrons,9.7947041242e-01,8.1859978228e-07
hadrons,9.7952488069e-01,8.1859978228e-07
hadrons,9.7963384028e-01,8.1825088887e-07
hadrons,9.7968831764e-01,8.1790209953e-07
hadrons,9.7979728146e-01,8.1772778292e-07
hadrons,9.7996076385e-01,8.1720501140e-07
hadrons,9.8001525940e-01,8.1633449780e-07
hadrons,9.8017877817e-01,8.1164965220e-07
hadrons,9.8023328583e-01,8.0992138149e-07
hadrons,9.8034232422e-01,8.0681970106e-07
hadrons,9.8039684098e-01,8.0510171492e-07
hadrons,9.8045136077e-01,8.0355864657e-07
hadrons,9.8056042342e-01,8.0014011805e-07
hadrons,9.8077857114e-01,7.9351587798e-07
hadrons,9.8083311216e-01,7.9182617687e-07
hadrons,9.8088765621e-01,7.8997171711e-07
hadrons,9.8099676739e-01,7.8661099061e-07
hadrons,9.8121501218e-01,7.7960004078e-07
hadrons,9.8165164744e-01,7.6527545328e-07
hadrons,9.8187003793e-01,7.5813136352e-07
hadrons,9.8214309087e-01,7.5073386124e-07
hadrons,9.8258013911e-01,7.3584086178e-07
hadrons,9.8345481915e-01,7.0558045739e-07
hadrons,9.8526130307e-01,6.4570649847e-07
hadrons,9.8531610740e-01,6.4391965593e-07
hadrons,9.8537090075e-01,6.4227464380e-07
hadrons,9.8569973890e-01,6.3208809748e-07
hadrons,9.8608353381e-01,6.1875691808e-07
hadrons,9.8613836984e-01,6.1704465223e-07
hadrons,9.8619322296e-01,6.1546829728e-07
hadrons,9.8630291027e-01,6.1206664629e-07
hadrons,9.8696133252e-01,5.9280575144e-07
hadrons,9.8701621737e-01,5.9129131925e-07
hadrons,9.8707111932e-01,5.8965502588e-07
hadrons,9.8712601027e-01,5.8652107825e-07
hadrons,9.8718090427e-01,5.8502270142e-07
hadrons,9.8723580132e-01,5.8340378718e-07
hadrons,9.8729070143e-01,5.8191337405e-07
hadrons,9.8734561865e-01,5.8154135814e-07
hadrons,9.8745543413e-01,5.9839193043e-07
hadrons,9.8751036051e-01,6.0816505529e-07
hadrons,9.8756527589e-01,6.1206664629e-07
hadrons,9.8762019432e-01,6.1520594647e-07
hadrons,9.8767511580e-01,6.1783432623e-07
hadrons,9.8773004034e-01,6.2007730162e-07
hadrons,9.8778498200e-01,6.2206311090e-07
hadrons,9.8783991264e-01,6.2378930270e-07
hadrons,9.8789484634e-01,6.2538700378e-07
hadrons,9.8794979717e-01,6.2672150125e-07
hadrons,9.8800473698e-01,6.2792499040e-07
hadrons,9.8811462577e-01,6.3007025109e-07
hadrons,9.8822454085e-01,6.3168400499e-07
hadrons,9.8827949595e-01,6.3303197402e-07
hadrons,9.8838942937e-01,6.3411240617e-07
hadrons,9.8855433132e-01,6.3533008802e-07
hadrons,9.8866429532e-01,6.3587203412e-07
hadrons,9.8871927486e-01,6.3600758418e-07
hadrons,9.8877425747e-01,6.3627880572e-07
hadrons,9.8888424592e-01,6.3655010819e-07
hadrons,9.8899423254e-01,6.3655010819e-07
hadrons,9.8904923043e-01,6.3668580280e-07
hadrons,9.8910424547e-01,6.3655010819e-07
hadrons,9.8921425655e-01,6.3655010819e-07
hadrons,9.8948935187e-01,6.3587203412e-07
hadrons,9.8954439139e-01,6.3546552256e-07
hadrons,9.8965445143e-01,6.3492392293e-07
hadrons,9.8970950013e-01,6.3478860383e-07
hadrons,9.8976453780e-01,6.3451801750e-07
hadrons,9.8987462232e-01,6.3384210808e-07
hadrons,9.8998473318e-01,6.3330189207e-07
hadrons,9.9003978615e-01,6.3316691866e-07
hadrons,9.9009484219e-01,6.3316691866e-07
hadrons,9.9037018240e-01,6.3249244848e-07
hadrons,9.9042527091e-01,6.3222284091e-07
hadrons,9.9048034839e-01,6.3208809748e-07
hadrons,9.9053542892e-01,6.3181869676e-07
hadrons,9.9059052663e-01,6.3168400499e-07
hadrons,9.9064561329e-01,6.3141477649e-07
hadrons,9.9070070302e-01,6.3087662927e-07
hadrons,9.9081089166e-01,6.3033894070e-07
hadrons,9.9114155936e-01,6.2832667823e-07
hadrons,9.9136206109e-01,6.2672150125e-07
hadrons,9.9158261188e-01,6.2498719528e-07
hadrons,9.9169289861e-01,6.2418834490e-07
hadrons,9.9180321173e-01,6.2312482186e-07
hadrons,9.9196869736e-01,6.2113562328e-07
hadrons,9.9202386066e-01,6.2060620299e-07
hadrons,9.9213419647e-01,6.1994511289e-07
hadrons,9.9224455868e-01,6.1888881968e-07
hadrons,9.9246530580e-01,6.1638732238e-07
hadrons,9.9290694737e-01,6.1102377680e-07
hadrons,9.9296216285e-01,6.1024280758e-07
hadrons,9.9301738140e-01,6.0959275691e-07
hadrons,9.9312784186e-01,6.0803540603e-07
hadrons,9.9334878548e-01,6.0506168368e-07
hadrons,9.9384608483e-01,5.9877469308e-07
hadrons,9.9395663747e-01,5.9724504472e-07
hadrons,9.9406718825e-01,5.9559227548e-07
hadrons,9.9428834085e-01,5.9217427529e-07
hadrons,9.9473079367e-01,5.8527218077e-07
hadrons,9.9567165621e-01,5.7061265273e-07
hadrons,9.9589317994e-01,5.6673362824e-07
hadrons,9.9611472459e-01,5.6300096378e-07
hadrons,9.9655799014e-01,5.5525405659e-07
hadrons,9.9750059513e-01,5.3961823642e-07
hadrons,9.9755606606e-01,5.3858399713e-07
hadrons,9.9761154008e-01,5.3766633102e-07
hadrons,9.9772251157e-01,5.3572148605e-07
hadrons,9.9794447738e-01,5.3173949438e-07
hadrons,9.9844407747e-01,5.2397578658e-07
hadrons,9.9933287938e-01,5.0867831628e-07
hadrons,9.9988878943e-01,5.0007735550e-07
hadrons,9.9994439317e-01,4.9911890078e-07
hadrons,1.0000000000e+00,4.9858722294e-07
hadrons,1.0000556099e+00,4.9784380902e-07
hadrons,1.0001112229e+00,4.9720747164e-07
hadrons,1.0002224725e+00,4.9604300995e-07
hadrons,1.0002780948e+00,4.9551458162e-07
hadrons,1.0003337344e+00,4.9488124843e-07
hadrons,1.0004449945e+00,4.9382745553e-07
hadrons,1.0006119220e+00,4.9151704599e-07
hadrons,1.0010571888e+00,4.8713619916e-07
hadrons,1.0011128575e+00,4.8661728569e-07
hadrons,1.0011685293e+00,4.8599532443e-07
hadrons,1.0015026537e+00,4.8289734299e-07
hadrons,1.0019483169e+00,4.7869537157e-07
hadrons,1.0027844591e+00,4.7090242271e-07
hadrons,1.0028402382e+00,4.7040080199e-07
hadrons,1.0028960061e+00,4.6999985939e-07
hadrons,1.0030075654e+00,4.6899907416e-07
hadrons,1.0036771248e+00,4.6363146185e-07
hadrons,1.0045147241e+00,4.5686217119e-07
hadrons,1.0062479746e+00,4.4447053158e-07
hadrons,1.0063039320e+00,4.4418638257e-07
hadrons,1.0063598925e+00,4.4380780786e-07
hadrons,1.0064718371e+00,4.4314609646e-07
hadrons,1.0066957494e+00,4.4173141906e-07
hadrons,1.0070877194e+00,4.3900916275e-07
hadrons,1.0079842157e+00,4.3379981214e-07
hadrons,1.0096672908e+00,4.2410791142e-07
hadrons,1.0130982261e+00,4.0209856560e-07
hadrons,1.0205625307e+00,3.5899000893e-07
hadrons,1.0275673714e+00,3.2297204970e-07
hadrons,1.0351958458e+00,2.9019643754e-07
hadrons,1.0427649435e+00,2.6365324039e-07
hadrons,1.0498638071e+00,2.4262117435e-07
hadrons,1.0575989782e+00,2.2274396791e-07
hadrons,1.0649172580e+00,2.0686273649e-07
hadrons,1.0721072935e+00,1.9342873583e-07
hadrons,1.0800063498e+00,1.8082861332e-07
hadrons,1.0873587274e+00,1.7024262924e-07
hadrons,1.0954310820e+00,1.6113275795e-07
hadrons,1.0999483721e+00,1.5672887652e-07
hadrons,1.1034406050e+00,1.5348878151e-07
hadrons,1.1108907557e+00,1.4683207806e-07
hadrons,1.1191377918e+00,1.4067382170e-07
hadrons,1.1268192402e+00,1.3540736131e-07
hadrons,1.1344272213e+00,1.3103449649e-07
hadrons,1.1427218907e+00,1.2682988732e-07
hadrons,1.1505012180e+00,1.2310084779e-07
hadrons,1.1590423310e+00,1.1971088854e-07
hadrons,1.1669976563e+00,1.1708622599e-07
hadrons,1.1749422629e+00,1.1469011685e-07
hadrons,1.1750076013e+00,1.1466567335e-07
hadrons,1.1750729434e+00,1.1466567335e-07
hadrons,1.1752036552e+00,1.1461680197e-07
hadrons,1.1754651057e+00,1.1454352771e-07
hadrons,1.1759881812e+00,1.1437273863e-07
hadrons,1.1771004854e+00,1.1408055227e-07
hadrons,1.1792626722e+00,1.1349841697e-07
hadrons,1.1793282677e+00,1.1349841697e-07
hadrons,1.1795250257e+00,1.1342585769e-07
hadrons,1.1797874376e+00,1.1337751473e-07
hadrons,1.1803124365e+00,1.1323259709e-07
hadrons,1.1814288476e+00,1.1299148742e-07
hadrons,1.1835989851e+00,1.1253478519e-07
hadrons,1.1836648049e+00,1.1251080105e-07
hadrons,1.1837964556e+00,1.1248682202e-07
hadrons,1.1840598346e+00,1.1241490944e-07
hadrons,1.1845867347e+00,1.1231909957e-07
hadrons,1.1855752918e+00,1.1212772472e-07
hadrons,1.1876209551e+00,1.1174595269e-07
hadrons,1.1916565921e+00,1.1098630376e-07
hadrons,1.1917228600e+00,1.1098630376e-07
hadrons,1.1927837162e+00,1.1079719980e-07
hadrons,1.1939119234e+00,1.1060841804e-07
hadrons,1.1961049907e+00,1.1023181893e-07
hadrons,1.1961715060e+00,1.1020832561e-07
hadrons,1.1962380421e+00,1.1020832561e-07
hadrons,1.1966372508e+00,1.1013786968e-07
hadrons,1.1972363223e+00,1.1004400050e-07
hadrons,1.1983020865e+00,1.0987992040e-07
hadrons,1.2005699951e+00,1.0955249378e-07
hadrons,1.2006367587e+00,1.0952914524e-07
hadrons,1.2007035260e+00,1.0952914524e-07
hadrons,1.2011042421e+00,1.0945912948e-07
hadrons,1.2027084100e+00,1.0924933274e-07
hadrons,1.2049176354e+00,1.0897023506e-07
hadrons,1.2092810199e+00,1.0848353019e-07
hadrons,1.2094155369e+00,1.0848353019e-07
hadrons,1.2095500517e+00,1.0846040948e-07
hadrons,1.2103575061e+00,1.0839107098e-07
hadrons,1.2113675865e+00,1.0827560926e-07
hadrons,1.2133902769e+00,1.0806808093e-07
hadrons,1.2135252337e+00,1.0806808093e-07
hadrons,1.2136602056e+00,1.0804504876e-07
hadrons,1.2144704211e+00,1.0797598169e-07
hadrons,1.2154839166e+00,1.0788394917e-07
hadrons,1.2156191236e+00,1.0788394917e-07
hadrons,1.2157543283e+00,1.0786095625e-07
hadrons,1.2159571809e+00,1.0783796822e-07
hadrons,1.2164982752e+00,1.0779200686e-07
hadrons,1.2175134802e+00,1.0772309568e-07
hadrons,1.2176488957e+00,1.0772309568e-07
hadrons,1.2177843435e+00,1.0770013115e-07
hadrons,1.2181230030e+00,1.0767717740e-07
hadrons,1.2186650610e+00,1.0765422854e-07
hadrons,1.2187328308e+00,1.0763128458e-07
hadrons,1.2189361804e+00,1.0763128458e-07
hadrons,1.2192073602e+00,1.0760834550e-07
hadrons,1.2193429814e+00,1.0760834550e-07
hadrons,1.2194786003e+00,1.0758540544e-07
hadrons,1.2197499007e+00,1.0758540544e-07
hadrons,1.2198177309e+00,1.0756247614e-07
hadrons,1.2203605431e+00,1.0756247614e-07
hadrons,1.2204284246e+00,1.0753955173e-07
hadrons,1.2210394067e+00,1.0753955173e-07
hadrons,1.2211752142e+00,1.0751662633e-07
hadrons,1.2214468921e+00,1.0751662633e-07
hadrons,1.2219904293e+00,1.0749371169e-07
hadrons,1.2226022107e+00,1.0749371169e-07
hadrons,1.2231462619e+00,1.0747080193e-07
hadrons,1.2236905552e+00,1.0747080193e-07
hadrons,1.2243031704e+00,1.0744789706e-07
hadrons,1.2255293209e+00,1.0744789706e-07
hadrons,1.2256656454e+00,1.0742499707e-07
hadrons,1.2275756580e+00,1.0742499707e-07
hadrons,1.2276439234e+00,1.0740209609e-07
hadrons,1.2297621745e+00,1.0740209609e-07
hadrons,1.2298305615e+00,1.0737920586e-07
hadrons,1.2303778293e+00,1.0737920586e-07
hadrons,1.2305146755e+00,1.0735632051e-07
hadrons,1.2308568927e+00,1.0735632051e-07
hadrons,1.2309937923e+00,1.0733343417e-07
hadrons,1.2312676545e+00,1.0733343417e-07
hadrons,1.2318155618e+00,1.0731055858e-07
hadrons,1.2328435496e+00,1.0726482201e-07
hadrons,1.2349707725e+00,1.0717340149e-07
hadrons,1.2352455195e+00,1.0717340149e-07
hadrons,1.2355203277e+00,1.0715055415e-07
hadrons,1.2360013758e+00,1.0712771753e-07
hadrons,1.2365513896e+00,1.0712771753e-07
hadrons,1.2370328569e+00,1.0710488577e-07
hadrons,1.2373080626e+00,1.0710488577e-07
hadrons,1.2375833296e+00,1.0708205888e-07
hadrons,1.2381340474e+00,1.0708205888e-07
hadrons,1.2382028999e+00,1.0705923686e-07
hadrons,1.2391673082e+00,1.0705923686e-07
hadrons,1.2392362182e+00,1.0703641386e-07
hadrons,1.2404773420e+00,1.0703641386e-07
hadrons,1.2406843197e+00,1.0705923686e-07
hadrons,1.2413744713e+00,1.0705923686e-07
hadrons,1.2415125406e+00,1.0708205888e-07
hadrons,1.2417196911e+00,1.0708205888e-07
hadrons,1.2422722495e+00,1.0710488577e-07
hadrons,1.2433089638e+00,1.0712771753e-07
hadrons,1.2433781041e+00,1.0715055415e-07
hadrons,1.2438622294e+00,1.0715055415e-07
hadrons,1.2444849431e+00,1.0717340149e-07
hadrons,1.2455927673e+00,1.0724196103e-07
hadrons,1.2458698775e+00,1.0724196103e-07
hadrons,1.2461470492e+00,1.0726482201e-07
hadrons,1.2467015778e+00,1.0728768785e-07
hadrons,1.2478807838e+00,1.0735632051e-07
hadrons,1.2481583851e+00,1.0735632051e-07
hadrons,1.2484360838e+00,1.0737920586e-07
hadrons,1.2487138087e+00,1.0737920586e-07
hadrons,1.2489916310e+00,1.0740209609e-07
hadrons,1.2491305475e+00,1.0740209609e-07
hadrons,1.2492694795e+00,1.0742499707e-07
hadrons,1.2496864037e+00,1.0742499707e-07
hadrons,1.2498253975e+00,1.0744789706e-07
hadrons,1.2514250446e+00,1.0744789706e-07
hadrons,1.2515642496e+00,1.0742499707e-07
hadrons,1.2564458700e+00,1.0742499707e-07
hadrons,1.2567253947e+00,1.0744789706e-07
hadrons,1.2574944126e+00,1.0744789706e-07
hadrons,1.2577741705e+00,1.0747080193e-07
hadrons,1.2580539907e+00,1.0747080193e-07
hadrons,1.2583338731e+00,1.0749371169e-07
hadrons,1.2586138177e+00,1.0749371169e-07
hadrons,1.2588238216e+00,1.0751662633e-07
hadrons,1.2591038753e+00,1.0751662633e-07
hadrons,1.2593839912e+00,1.0753955173e-07
hadrons,1.2596641695e+00,1.0753955173e-07
hadrons,1.2597342193e+00,1.0756247614e-07
hadrons,1.2600144756e+00,1.0756247614e-07
hadrons,1.2600845449e+00,1.0758540544e-07
hadrons,1.2601546360e+00,1.0758540544e-07
hadrons,1.2602247131e+00,1.0760834550e-07
hadrons,1.2604349678e+00,1.0763128458e-07
hadrons,1.2609958544e+00,1.0772309568e-07
hadrons,1.2610659962e+00,1.0772309568e-07
hadrons,1.2611361240e+00,1.0774605922e-07
hadrons,1.2615569906e+00,1.0781498509e-07
hadrons,1.2621885808e+00,1.0790695289e-07
hadrons,1.2633121646e+00,1.0811416590e-07
hadrons,1.2656327116e+00,1.0855292783e-07
hadrons,1.2657030933e+00,1.0857606827e-07
hadrons,1.2662663242e+00,1.0866868528e-07
hadrons,1.2668298057e+00,1.0878456617e-07
hadrons,1.2680280502e+00,1.0903994405e-07
hadrons,1.2680985651e+00,1.0903994405e-07
hadrons,1.2681690840e+00,1.0906318831e-07
hadrons,1.2683101335e+00,1.0908644347e-07
hadrons,1.2685923156e+00,1.0915622084e-07
hadrons,1.2691568322e+00,1.0927262759e-07
hadrons,1.2692274099e+00,1.0927262759e-07
hadrons,1.2692979916e+00,1.0929592144e-07
hadrons,1.2694391666e+00,1.0931922027e-07
hadrons,1.2695097781e+00,1.0934252405e-07
hadrons,1.2695803755e+00,1.0934252405e-07
hadrons,1.2697922091e+00,1.0936583281e-07
hadrons,1.2699334391e+00,1.0941247120e-07
hadrons,1.2700040600e+00,1.0941247120e-07
hadrons,1.2700747029e+00,1.0943579487e-07
hadrons,1.2701453317e+00,1.0943579487e-07
hadrons,1.2702159644e+00,1.0945912948e-07
hadrons,1.2703572596e+00,1.0945912948e-07
hadrons,1.2704279041e+00,1.0948246309e-07
hadrons,1.2704985525e+00,1.0948246309e-07
hadrons,1.2709225616e+00,1.0955249378e-07
hadrons,1.2726199773e+00,1.0976287270e-07
hadrons,1.2749576215e+00,1.1002054721e-07
hadrons,1.2750285218e+00,1.1004400050e-07
hadrons,1.2750994261e+00,1.1004400050e-07
hadrons,1.2752412645e+00,1.1006745879e-07
hadrons,1.2755249706e+00,1.1009092208e-07
hadrons,1.2760925722e+00,1.1016134798e-07
hadrons,1.2772995598e+00,1.1027882060e-07
hadrons,1.2795746428e+00,1.1056126986e-07
hadrons,1.2797169791e+00,1.1056126986e-07
hadrons,1.2798593129e+00,1.1058484445e-07
hadrons,1.2801440464e+00,1.1060841804e-07
hadrons,1.2806424870e+00,1.1065558028e-07
hadrons,1.2817824983e+00,1.1077358598e-07
hadrons,1.2818537781e+00,1.1077358598e-07
hadrons,1.2819250619e+00,1.1079719980e-07
hadrons,1.2819963679e+00,1.1079719980e-07
hadrons,1.2822815768e+00,1.1082081865e-07
hadrons,1.2828521850e+00,1.1089171147e-07
hadrons,1.2839227645e+00,1.1100996293e-07
hadrons,1.2839941633e+00,1.1103362713e-07
hadrons,1.2840655662e+00,1.1103362713e-07
hadrons,1.2844941030e+00,1.1110465609e-07
hadrons,1.2849942191e+00,1.1117573048e-07
